Date,Open,High,Low,Close,Adj Close,Volume
2019-08-13,2245.000000,2246.250000,2194.300049,2199.449951,2129.705811,1647281
2019-08-14,2181.100098,2217.850098,2167.399902,2204.399902,2134.499023,1945002
2019-08-16,2241.399902,2241.399902,2143.250000,2165.100098,2096.445557,3755507
2019-08-19,2180.000000,2186.000000,2157.699951,2163.000000,2094.411865,974884
2019-08-20,2172.000000,2205.000000,2166.500000,2186.750000,2117.408936,1843611
2019-08-21,2184.949951,2202.000000,2182.250000,2186.199951,2116.876221,1214408
2019-08-22,2187.000000,2235.649902,2170.000000,2216.000000,2145.731201,2131601
2019-08-23,2214.949951,2259.899902,2213.899902,2247.699951,2176.426025,2826425
2019-08-26,2247.000000,2282.000000,2225.000000,2276.300049,2204.119385,2345475
2019-08-27,2270.000000,2274.850098,2229.000000,2236.500000,2165.581543,3432106
2019-08-28,2240.000000,2252.149902,2216.000000,2239.250000,2168.244141,1294621
2019-08-29,2222.199951,2248.199951,2222.199951,2233.449951,2162.627930,1670652
2019-08-30,2241.000000,2266.000000,2218.000000,2259.600098,2187.948975,2583625
2019-09-03,2270.000000,2296.199951,2236.949951,2251.600098,2180.202637,2545060
2019-09-04,2265.000000,2270.000000,2233.000000,2245.399902,2174.198975,2228092
2019-09-05,2242.199951,2253.649902,2207.300049,2215.300049,2145.053711,2055943
2019-09-06,2216.000000,2233.500000,2192.600098,2197.500000,2127.817871,1890550
2019-09-09,2200.000000,2202.850098,2179.800049,2182.850098,2113.632813,1703945
2019-09-11,2186.000000,2195.000000,2146.550049,2154.000000,2085.697510,2627440
2019-09-12,2155.000000,2165.000000,2120.350098,2133.600098,2065.944336,2118859
2019-09-13,2135.000000,2157.949951,2115.550049,2141.949951,2074.029785,2291174
2019-09-16,2159.949951,2173.399902,2126.399902,2150.000000,2081.824463,2597948
2019-09-17,2154.949951,2156.550049,2105.600098,2122.649902,2055.341553,2796530
2019-09-18,2126.399902,2142.949951,2113.149902,2138.550049,2070.737305,1454663
2019-09-19,2135.000000,2135.800049,2091.000000,2101.949951,2035.297729,1652691
2019-09-20,2104.899902,2129.399902,2057.000000,2065.449951,1999.955444,6941979
2019-09-23,2099.000000,2099.000000,1975.000000,2015.800049,1951.879639,6323401
2019-09-24,2015.000000,2061.000000,2013.000000,2044.699951,1979.863159,4620978
2019-09-25,2065.000000,2092.000000,2060.050049,2088.449951,2022.225830,4002232
2019-09-26,2097.899902,2107.000000,2063.000000,2087.600098,2021.402832,4234281
2019-09-27,2085.000000,2085.199951,2051.399902,2056.149902,1990.950073,2046795
2019-09-30,2061.850098,2104.000000,2060.000000,2099.300049,2032.731934,2620039
2019-10-01,2095.949951,2095.949951,2039.699951,2059.949951,1994.629639,3342877
2019-10-03,2070.000000,2081.149902,2046.150024,2060.250000,1994.920166,2317618
2019-10-04,2060.600098,2087.949951,2054.949951,2079.350098,2013.414917,2163251
2019-10-07,2080.000000,2094.500000,2041.000000,2047.699951,1982.768188,2177916
2019-10-09,2060.000000,2060.000000,2015.500000,2020.099976,1956.043335,2066920
2019-10-10,2028.000000,2039.050049,1997.099976,2004.449951,1940.889526,2881452
2019-10-11,1931.000000,1995.000000,1925.000000,1986.849976,1923.847656,12593069
2019-10-14,1995.000000,2032.750000,1968.000000,2021.000000,1956.914673,3510704
2019-10-15,2032.000000,2047.000000,2022.699951,2037.300049,1972.697998,2261310
2019-10-16,2038.000000,2056.000000,2016.000000,2046.400024,1981.509399,3034082
2019-10-17,2014.000000,2038.000000,1999.300049,2030.949951,2005.754761,3818774
2019-10-18,2037.500000,2063.899902,2025.000000,2057.350098,2031.827393,3087901
2019-10-22,2080.000000,2111.500000,2040.050049,2051.399902,2025.951050,5552505
2019-10-23,2060.000000,2083.850098,2052.500000,2070.100098,2044.419067,2348134
2019-10-24,2084.000000,2099.000000,2061.300049,2082.000000,2056.171387,2798671
2019-10-25,2094.000000,2130.000000,2075.050049,2124.949951,2098.588623,3954245
2019-10-27,null,null,null,null,null,null
2019-10-29,2121.500000,2201.699951,2121.500000,2194.850098,2167.621582,5064173
2019-10-30,2225.000000,2260.000000,2176.850098,2252.800049,2224.852539,5195136
2019-10-31,2250.000000,2284.949951,2237.000000,2269.649902,2241.493652,4879261
2019-11-01,2264.000000,2275.000000,2195.000000,2200.899902,2173.596191,4172620
2019-11-04,2207.000000,2229.199951,2180.899902,2193.949951,2166.732666,2646411
2019-11-05,2197.000000,2211.000000,2169.000000,2201.850098,2174.534668,2693475
2019-11-06,2200.000000,2210.800049,2179.000000,2188.500000,2161.350342,2540719
2019-11-07,2204.500000,2204.500000,2175.199951,2185.350098,2158.239258,1915598
2019-11-08,2189.600098,2189.600098,2124.000000,2129.949951,2103.526611,2788759
2019-11-11,2135.000000,2139.000000,2091.000000,2100.949951,2074.886230,2983768
2019-11-13,2118.000000,2183.800049,2118.000000,2178.600098,2151.573242,3823365
2019-11-14,2187.500000,2200.000000,2146.699951,2196.800049,2169.547363,2995915
2019-11-15,2196.000000,2211.500000,2168.750000,2174.449951,2147.474365,2724180
2019-11-18,2178.399902,2187.750000,2148.750000,2152.600098,2125.895752,1611089
2019-11-19,2153.000000,2154.649902,2105.000000,2108.800049,2082.639160,2975313
2019-11-20,2121.949951,2135.000000,2094.500000,2108.550049,2082.392090,2894129
2019-11-21,2112.000000,2126.600098,2107.399902,2118.100098,2091.823730,2052574
2019-11-22,2097.000000,2107.000000,2060.500000,2071.699951,2045.999268,3742049
2019-11-25,2074.550049,2084.949951,2052.199951,2081.500000,2055.677734,2737010
2019-11-26,2089.850098,2097.899902,2035.050049,2046.650024,2021.260010,6561580
2019-11-27,2052.000000,2071.699951,2046.550049,2054.300049,2028.815186,2907521
2019-11-28,2067.050049,2094.399902,2060.000000,2077.350098,2051.579346,2924429
2019-11-29,2085.000000,2085.000000,2045.800049,2053.250000,2027.778198,2064271
2019-12-02,2060.000000,2067.699951,2016.000000,2021.050049,1995.977539,3809860
2019-12-03,2027.699951,2062.000000,2010.000000,2051.000000,2025.556030,4664774
2019-12-04,2053.000000,2082.000000,2045.500000,2078.500000,2052.714844,3334301
2019-12-05,2083.000000,2126.800049,2068.350098,2121.300049,2094.983887,3902721
2019-12-06,2124.000000,2128.000000,2101.000000,2123.600098,2097.255371,1829461
2019-12-09,2127.949951,2127.949951,2053.500000,2060.449951,2034.888794,2244747
2019-12-10,2060.000000,2060.850098,2003.250000,2012.849976,1987.879272,4520045
2019-12-11,2025.400024,2048.000000,2006.750000,2041.900024,2016.568848,4943024
2019-12-12,2051.100098,2083.649902,1984.000000,2020.900024,1995.829468,7137306
2019-12-13,2023.000000,2077.399902,2007.000000,2071.250000,2045.554688,5711133
2019-12-16,2096.000000,2136.000000,2080.300049,2126.750000,2100.366211,5574177
2019-12-17,2126.500000,2169.000000,2119.000000,2164.949951,2138.092285,6059673
2019-12-18,2174.000000,2203.449951,2153.000000,2167.750000,2140.857666,8251081
2019-12-19,2179.800049,2236.500000,2167.550049,2229.050049,2201.397461,6251505
2019-12-20,2220.000000,2246.699951,2208.250000,2222.899902,2195.323486,5548338
2019-12-23,2210.000000,2241.949951,2210.000000,2231.699951,2204.014160,2247329
2019-12-24,2239.000000,2243.550049,2211.149902,2215.600098,2188.114258,1805896
2019-12-26,2216.399902,2229.000000,2195.199951,2201.949951,2174.633545,1880367
2019-12-27,2208.000000,2226.399902,2176.000000,2198.500000,2171.226318,2720261
2019-12-30,2207.000000,2225.000000,2177.100098,2183.199951,2156.115967,2288830
2019-12-31,2189.000000,2197.000000,2157.449951,2161.699951,2134.882568,1909289
2020-01-01,2168.000000,2183.899902,2154.000000,2167.600098,2140.709717,1354908
2020-01-02,2179.949951,2179.949951,2149.199951,2157.649902,2130.882813,2380752
2020-01-03,2164.000000,2223.000000,2164.000000,2200.649902,2173.349365,4655761
2020-01-06,2205.000000,2225.949951,2187.899902,2200.449951,2173.151855,3023209
2020-01-07,2200.500000,2214.649902,2183.800049,2205.850098,2178.485107,2429317
2020-01-08,2205.000000,2260.000000,2202.050049,2255.250000,2227.272217,5197454
2020-01-09,2248.750000,2251.949951,2210.000000,2214.350098,2186.879883,3734173
2020-01-10,2228.000000,2234.000000,2208.000000,2213.550049,2186.089600,1915807
2020-01-13,2217.850098,2218.949951,2184.699951,2190.350098,2163.177490,2843893
2020-01-14,2195.000000,2229.800049,2195.000000,2206.899902,2179.521973,2948452
2020-01-15,2213.000000,2231.000000,2194.199951,2226.899902,2199.273682,2620681
2020-01-16,2226.949951,2249.000000,2215.000000,2238.800049,2211.026123,3117214
2020-01-17,2240.750000,2253.550049,2213.000000,2219.100098,2191.570801,3281059
2020-01-20,2194.899902,2242.199951,2156.199951,2170.350098,2143.425537,5817599
2020-01-21,2169.949951,2186.550049,2158.050049,2171.050049,2144.116699,1902980
2020-01-22,2181.000000,2210.000000,2173.699951,2206.899902,2179.521973,1773686
2020-01-23,2209.800049,2217.750000,2183.699951,2190.949951,2168.683350,2069866
2020-01-24,2190.949951,2190.949951,2170.000000,2183.399902,2161.209961,1319430
2020-01-27,2189.699951,2193.449951,2165.000000,2169.250000,2147.203857,1549101
2020-01-28,2174.000000,2187.800049,2152.000000,2183.750000,2161.556396,1743024
2020-01-29,2185.000000,2186.949951,2150.000000,2154.600098,2132.702881,2306761
2020-01-30,2160.000000,2165.000000,2125.000000,2137.850098,2116.123291,2098567
2020-01-31,2139.399902,2144.350098,2071.600098,2079.050049,2057.920654,3287223
2020-02-03,2152.000000,2194.699951,2093.199951,2102.500000,2081.132324,4728073
2020-02-04,2129.000000,2136.699951,2086.600098,2107.750000,2086.328857,3509339
2020-02-05,2115.000000,2156.699951,2104.300049,2146.550049,2124.734619,2439322
2020-02-06,2145.000000,2174.199951,2115.500000,2128.350098,2106.719727,2640065
2020-02-07,2139.000000,2151.000000,2119.000000,2136.550049,2114.836182,2083442
2020-02-10,2140.899902,2167.000000,2119.000000,2161.949951,2139.978027,2383032
2020-02-11,2163.000000,2174.800049,2147.600098,2153.399902,2131.514893,1335820
2020-02-12,2151.100098,2185.000000,2150.000000,2170.750000,2148.688477,1620407
2020-02-13,2172.949951,2197.000000,2171.000000,2191.949951,2169.673096,1645948
2020-02-14,2188.000000,2212.000000,2171.000000,2184.199951,2162.001953,1500115
2020-02-17,2196.949951,2217.000000,2190.199951,2203.250000,2180.858398,1774724
2020-02-18,2199.949951,2221.000000,2186.050049,2215.750000,2193.231201,2486223
2020-02-19,2215.750000,2230.000000,2190.500000,2196.350098,2174.028564,1760463
2020-02-20,2204.500000,2214.399902,2151.250000,2156.800049,2134.880615,2317278
2020-02-24,2156.000000,2178.949951,2106.699951,2115.350098,2093.851807,3092877
2020-02-25,2115.500000,2176.649902,2111.000000,2156.149902,2134.236816,2674567
2020-02-26,2154.000000,2163.899902,2112.949951,2123.600098,2102.017822,2686842
2020-02-27,2119.949951,2119.949951,2086.199951,2105.500000,2084.101807,2349001
2020-02-28,2068.000000,2069.500000,1990.000000,2000.150024,1979.822388,4298076
2020-03-02,2035.000000,2053.949951,1985.699951,2001.300049,1980.960815,2667076
2020-03-03,2020.000000,2060.000000,2012.000000,2036.199951,2015.505981,2757585
2020-03-04,2056.000000,2094.449951,2025.000000,2083.199951,2062.028320,3237002
2020-03-05,2085.699951,2147.750000,2084.050049,2125.050049,2103.453125,3937056
2020-03-06,2098.000000,2123.649902,2071.600098,2116.449951,2094.940430,2595027
2020-03-09,2075.000000,2079.899902,1935.000000,1972.349976,1952.304932,4940975
2020-03-11,1933.000000,1987.300049,1920.000000,1953.699951,1933.844360,6796449
2020-03-12,1904.000000,1908.400024,1758.349976,1769.849976,1751.863037,8728786
2020-03-13,1687.900024,1820.000000,1506.050049,1806.300049,1787.942627,8029720
2020-03-16,1755.000000,1842.250000,1675.849976,1696.400024,1679.159424,7844271
2020-03-17,1730.000000,1731.000000,1623.150024,1658.000000,1641.149780,5713248
2020-03-18,1676.800049,1713.550049,1627.750000,1654.400024,1637.586304,7258778
2020-03-19,1559.699951,1685.449951,1546.750000,1636.349976,1631.554077,5135111
2020-03-20,1630.000000,1869.000000,1627.000000,1797.449951,1792.181885,8547498
2020-03-23,1620.000000,1750.000000,1617.750000,1669.699951,1664.806274,7003490
2020-03-24,1653.050049,1770.000000,1632.849976,1703.150024,1698.158325,6350865
2020-03-25,1700.000000,1810.000000,1680.000000,1750.300049,1745.170166,2765520
2020-03-26,1831.599976,1832.050049,1722.550049,1790.949951,1785.700928,4556067
2020-03-27,1820.000000,1850.000000,1750.400024,1824.500000,1819.152588,4331250
2020-03-30,1766.000000,1905.000000,1763.550049,1778.500000,1773.287476,8513547
2020-03-31,1837.400024,1855.000000,1780.000000,1826.099976,1820.747925,3927593
2020-04-01,1825.900024,1834.750000,1702.000000,1708.750000,1703.741821,4941878
2020-04-03,1740.000000,1740.000000,1650.000000,1654.199951,1649.351685,5735369
2020-04-07,1710.000000,1785.849976,1705.000000,1775.199951,1769.997070,5427577
2020-04-08,1760.000000,1806.000000,1701.000000,1705.449951,1700.451538,6285615
2020-04-09,1750.449951,1778.800049,1731.199951,1766.150024,1760.973633,5307397
2020-04-13,1761.000000,1787.000000,1746.000000,1759.250000,1754.093872,2990438
2020-04-15,1785.000000,1812.000000,1727.800049,1735.150024,1730.064453,4761399
2020-04-16,1709.949951,1764.900024,1675.050049,1716.050049,1711.020508,6245533
2020-04-17,1800.000000,1851.949951,1753.000000,1806.199951,1800.906250,9895823
2020-04-20,1830.000000,1830.000000,1802.500000,1818.650024,1813.319824,3244282
2020-04-21,1765.000000,1794.599976,1727.699951,1737.650024,1732.557129,5122541
2020-04-22,1737.650024,1790.000000,1719.150024,1769.500000,1764.313843,3829836
2020-04-23,1780.000000,1900.000000,1760.849976,1878.250000,1872.745117,5934366
2020-04-24,1840.699951,1851.949951,1807.800049,1818.550049,1813.220093,2987102
2020-04-27,1832.300049,1875.000000,1825.000000,1836.599976,1831.217163,3374741
2020-04-28,1865.000000,1868.000000,1832.599976,1859.050049,1853.601440,2678505
2020-04-29,1874.000000,1912.550049,1850.050049,1905.650024,1900.064819,4241510
2020-04-30,1980.000000,2032.000000,1942.199951,2014.449951,2008.545898,5915544
2020-05-04,1966.000000,1966.000000,1913.650024,1930.449951,1924.791992,3729348
2020-05-05,1955.099976,1977.000000,1927.000000,1932.750000,1927.085327,2905528
2020-05-06,1939.800049,1953.699951,1893.599976,1903.599976,1898.020752,3517431
2020-05-07,1910.000000,1934.449951,1883.349976,1891.650024,1886.105835,3166754
2020-05-08,1939.099976,1939.500000,1886.250000,1893.400024,1887.850708,2686530
2020-05-11,1909.000000,1951.400024,1909.000000,1935.300049,1929.627930,2449841
2020-05-12,1933.400024,1956.500000,1910.250000,1949.500000,1943.786255,3256595
2020-05-13,1994.000000,1994.000000,1925.650024,1949.650024,1943.935791,2656665
2020-05-14,1910.000000,1923.099976,1891.099976,1902.349976,1896.774414,2263146
2020-05-15,1916.000000,1917.400024,1865.199951,1892.900024,1887.352173,3173682
2020-05-18,1907.000000,1952.949951,1872.099976,1945.599976,1939.897705,3727694
2020-05-19,1903.000000,1966.449951,1903.000000,1948.650024,1942.938721,3198693
2020-05-20,1950.000000,1962.900024,1931.699951,1953.599976,1947.874268,2778505
2020-05-21,1946.000000,1998.000000,1941.150024,1991.199951,1985.364014,3400908
2020-05-22,1977.099976,2032.000000,1961.250000,2020.349976,2014.428589,3663418
2020-05-26,2015.000000,2024.000000,1925.000000,1943.000000,1937.305298,4575317
2020-05-27,1959.000000,2010.000000,1941.250000,2005.300049,1999.422729,3482160
2020-05-28,1988.500000,2014.000000,1971.300049,2004.300049,1998.425659,3475681
2020-05-29,1982.000000,2002.650024,1962.400024,1972.349976,1966.569214,7237735
2020-06-01,1990.000000,2060.000000,1981.099976,2045.250000,2039.255615,3747773
2020-06-02,2060.199951,2081.000000,2040.050049,2047.150024,2041.150024,2443886
2020-06-03,2051.850098,2063.750000,2020.000000,2046.150024,2046.150024,3699799
2020-06-04,2046.750000,2100.000000,2046.750000,2091.550049,2091.550049,4048593
2020-06-05,2091.600098,2098.000000,2040.300049,2048.250000,2048.250000,3573289
2020-06-08,2078.250000,2095.000000,2062.100098,2071.750000,2071.750000,2957841
2020-06-09,2063.100098,2095.500000,2060.250000,2072.050049,2072.050049,2909439
2020-06-10,2077.050049,2132.000000,2073.500000,2108.750000,2108.750000,5168397
2020-06-11,2100.000000,2105.000000,2061.800049,2067.649902,2067.649902,2269513
2020-06-12,2011.199951,2049.199951,2011.000000,2039.500000,2039.500000,2842642
2020-06-15,2039.099976,2059.000000,2000.949951,2029.900024,2029.900024,2399022
2020-06-16,2065.000000,2073.949951,2031.000000,2045.800049,2045.800049,2146528
2020-06-17,2046.000000,2058.850098,2026.550049,2047.800049,2047.800049,2703527
2020-06-18,2045.000000,2059.199951,2025.199951,2038.099976,2038.099976,1944389
2020-06-19,2042.000000,2090.000000,2032.000000,2044.599976,2044.599976,5677821
